name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,now_cost,total_points_roll3,minutes_roll3,ict_index_roll3,season,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles
Harvey Elliott,MID,Liverpool,3.0,1,0,17,0,29.9,295,0.79,0.81,0.02,0.45,105,1,0,5.7,23.4,2023-11-05T16:30:00Z,24,12,0,0,0,0,11,0,18169,0,1,1,4.0,4,139,1436,1297,48,False,0,11,48,1.0,34.666666666666664,1.5,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.5,0,0,2,0,0.4,295,0.0,0.02,0.02,0.07,117,0,0,1.0,2.6,2023-11-12T14:00:00Z,7,4,0,0,0,0,12,0,18078,0,0,3,7.0,1,-211,867,1078,48,True,0,12,48,2.0,27.666666666666668,2.8666666666666667,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.5,0,0,3,0,0.0,295,0.0,0.0,0.0,0.29,126,0,0,0.0,0.0,2023-11-25T12:30:00Z,5,13,0,0,0,0,13,0,17661,0,1,1,0.0,1,-529,684,1213,48,False,0,13,48,2.0,20.666666666666668,2.5333333333333337,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.8,0,0,5,0,15.6,295,0.2,0.23,0.03,0.41,147,0,0,2.4,4.8,2023-12-06T19:30:00Z,23,17,0,0,0,0,15,0,17370,0,2,0,4.0,1,-334,390,724,48,False,0,15,48,2.0,12.0,2.2333333333333334,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.3,0,0,23,0,3.8,295,0.05,0.12,0.07,0.35,153,0,1,4.8,33.2,2023-12-09T12:30:00Z,16,8,0,0,0,0,16,0,16821,0,2,1,11.0,6,-590,231,821,48,False,0,16,48,1.0,11.666666666666666,1.1333333333333333,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.8,0,0,3,0,1.0,295,0.0,0.02,0.02,0.0,166,0,0,1.5,7.4,2023-12-17T16:30:00Z,12,14,0,0,0,0,17,0,18338,0,0,0,7.0,1,1260,2034,774,48,True,0,17,48,2.6666666666666665,14.666666666666666,2.4,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.7,0,0,8,0,11.3,295,0.02,0.04,0.02,0.09,174,0,0,2.0,7.0,2023-12-23T17:30:00Z,22,1,0,0,0,0,18,0,17804,0,1,1,2.0,1,-491,502,993,48,True,0,18,48,2.6666666666666665,17.0,2.9,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,3.0,0,0,17,1,28.0,295,0.24,0.34,0.1,0.44,185,0,0,5.8,12.6,2023-12-26T17:30:00Z,66,6,0,0,0,0,19,0,19270,1,2,0,17.0,3,1246,1952,706,48,False,0,19,48,2.6666666666666665,16.666666666666668,2.766666666666667,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.5,0,0,17,1,7.7,295,0.06,0.23,0.17,0.36,202,0,0,2.4,9.0,2024-01-21T16:30:00Z,63,3,0,0,0,0,21,0,20154,1,4,0,7.0,3,478,3287,2809,48,False,0,21,48,1.6666666666666667,33.333333333333336,3.1,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.5,0,0,7,0,12.1,295,0.0,0.04,0.04,0.18,219,1,0,2.7,8.0,2024-01-31T20:15:00Z,21,7,0,0,0,0,22,0,19711,0,1,4,7.0,1,-589,1116,1705,48,True,0,22,48,2.3333333333333335,50.333333333333336,3.4000000000000004,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.7,0,0,2,0,2.9,295,0.02,0.02,0.0,1.42,221,2,0,0.5,2.4,2024-02-04T16:30:00Z,32,1,0,0,0,0,23,0,19012,0,1,3,0.0,1,-750,357,1107,48,False,0,23,48,2.3333333333333335,50.0,3.6333333333333333,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,4.3,2,3,28,0,13.3,295,0.38,0.42,0.04,0.92,234,0,0,3.9,20.0,2024-02-10T15:00:00Z,45,6,0,0,0,0,24,0,18962,0,1,3,6.0,10,-181,986,1167,48,True,0,24,48,1.6666666666666667,38.666666666666664,1.8666666666666671,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,10.7,0,0,4,0,1.3,295,0.01,0.11,0.1,0.95,241,0,0,1.3,4.6,2024-02-17T12:30:00Z,7,4,0,0,0,0,25,0,40892,0,4,1,7.0,1,19183,21374,2191,48,False,0,25,48,4.0,32.666666666666664,2.366666666666667,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,10.7,0,3,40,0,91.2,295,0.4,0.69,0.29,1.03,257,1,1,21.5,55.6,2024-02-21T19:30:00Z,90,12,0,0,0,0,25,0,40892,1,1,4,68.0,10,19183,21374,2191,48,True,0,25,48,4.0,28.0,1.9000000000000004,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,6.5,0,0,12,1,18.4,295,0.17,0.22,0.05,0.87,268,0,0,3.9,9.6,2024-03-02T15:00:00Z,75,16,0,0,0,0,27,0,41362,1,1,0,11.0,3,7942,10229,2287,48,False,0,27,48,7.0,47.333333333333336,8.9,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,3.5,0,0,13,0,21.9,295,0.16,0.24,0.08,1.61,277,1,0,3.8,11.0,2024-03-10T15:45:00Z,90,13,0,0,0,0,28,0,38560,1,1,1,5.0,2,-2736,2930,5666,48,True,0,28,48,4.666666666666667,57.333333333333336,8.9,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.5,0,0,2,0,0.9,295,0.01,0.04,0.03,0.2,295,0,0,0.9,0.0,2024-03-31T13:00:00Z,7,5,0,0,0,0,30,0,36521,0,1,2,10.0,1,20,2588,2568,48,True,0,30,48,5.0,85.0,9.733333333333334,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.3,0,0,11,0,34.8,295,0.29,0.29,0.0,0.0,308,0,0,5.6,13.2,2024-04-04T18:30:00Z,30,17,0,0,0,0,31,0,34913,0,1,3,8.0,1,-1668,1125,2793,48,True,0,31,48,2.0,57.333333333333336,2.8666666666666676,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.5,1,0,12,0,7.3,295,0.07,0.11,0.04,0.39,317,0,0,4.1,6.4,2024-04-07T14:30:00Z,21,14,0,0,0,0,32,0,31718,0,2,2,27.0,4,-3227,389,3616,48,False,0,32,48,1.3333333333333333,42.333333333333336,3.433333333333334,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.3,0,0,5,0,2.3,295,0.01,0.14,0.13,0.0,326,0,0,4.3,5.4,2024-04-14T13:00:00Z,8,8,0,0,0,0,33,0,31426,0,1,0,35.0,1,-472,1591,2063,48,True,0,33,48,2.0,19.333333333333332,3.5333333333333345,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,5.4,1,0,19,0,15.9,295,0.04,0.28,0.24,0.8,335,1,0,4.3,18.0,2024-04-21T15:30:00Z,90,10,0,0,0,0,34,0,30666,1,3,1,9.0,5,-714,1937,2651,48,False,0,34,48,2.0,19.666666666666668,4.666666666666668,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,5.4,0,0,5,0,13.0,295,0.06,0.12,0.06,0.33,285,0,0,2.8,8.2,2024-04-24T19:00:00Z,27,9,0,0,0,0,34,0,30666,0,0,2,7.0,1,-714,1937,2651,48,False,0,34,48,3.3333333333333335,39.666666666666664,4.233333333333334,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.8,0,0,7,0,12.1,295,0.07,0.35,0.28,0.7,349,2,0,5.2,9.6,2024-04-27T11:30:00Z,90,19,0,0,0,0,35,0,29409,1,2,2,30.0,2,-1492,973,2465,48,False,0,35,48,2.3333333333333335,41.666666666666664,3.8000000000000007,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,4.2,1,2,47,0,64.4,295,0.74,1.08,0.34,1.05,357,2,1,18.3,71.0,2024-05-05T15:30:00Z,82,18,0,0,0,0,36,0,28261,1,2,4,48.0,12,-1259,535,1794,48,True,0,36,48,2.6666666666666665,69.0,4.100000000000001,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,4.8,1,0,21,0,29.0,295,0.2,0.2,0.0,2.84,361,1,0,5.4,21.0,2024-05-13T19:00:00Z,74,2,0,0,0,0,37,0,32741,1,3,3,4.0,4,3960,5601,1641,48,False,1,37,48,5.0,66.33333333333333,8.766666666666667,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,6.5,1,0,29,1,83.6,295,0.43,0.7,0.27,0.51,377,0,0,12.9,32.6,2024-05-19T15:00:00Z,80,20,0,0,0,0,38,0,48752,1,0,2,13.0,6,14915,16399,1484,48,True,0,38,48,6.0,82.0,9.633333333333335,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,2.5,0,0,10,0,11.8,297,0.04,0.28,0.24,0.19,14,1,0,2.8,5.6,2023-08-19T14:00:00Z,62,3,0,0,0,0,2,0,570407,1,1,3,11.0,2,-31755,47557,79312,75,True,0,2,75,2.0,65.0,2.1,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,1.7,0,0,2,0,10.6,297,0.0,0.0,0.0,1.25,29,1,0,1.9,4.6,2023-08-27T15:30:00Z,57,15,0,0,0,0,3,0,462761,1,2,1,4.0,1,-125154,19028,144182,74,False,0,3,74,2.0,63.5,2.45,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,2.0,0,0,1,0,0.3,297,0.01,0.01,0.0,0.08,37,0,0,0.3,0.0,2023-09-03T13:00:00Z,25,2,0,0,0,0,4,0,391910,0,0,3,4.0,1,-80836,7654,88490,74,True,0,4,74,1.6666666666666667,61.333333333333336,2.2666666666666666,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,3.2,0,1,24,0,1.7,297,0.01,1.09,1.08,0.4,50,1,1,7.8,31.6,2023-09-16T11:30:00Z,55,20,0,0,0,0,5,0,329301,1,3,1,45.0,6,-71400,10227,81627,73,False,0,5,73,1.3333333333333333,48.0,1.6666666666666663,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,2.7,0,0,-1,0,0.6,297,0.0,0.24,0.24,0.02,57,0,0,3.0,3.4,2023-09-24T13:00:00Z,9,19,0,0,0,0,6,0,327609,0,1,3,26.0,1,-7622,16356,23978,73,True,0,6,73,2.6666666666666665,45.666666666666664,3.3333333333333335,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,5.2,0,2,27,0,11.3,297,0.05,0.48,0.43,1.07,68,1,1,8.8,37.4,2023-09-30T16:30:00Z,45,18,0,0,0,0,7,0,300360,1,1,2,39.0,7,-29005,8555,37560,72,False,0,7,72,2.6666666666666665,29.666666666666668,3.6999999999999993,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,0.8,0,0,2,0,1.0,297,0.02,0.05,0.03,0.32,97,0,0,0.6,3.8,2023-10-29T14:00:00Z,32,16,0,0,0,0,10,0,228130,0,0,3,1.0,1,-7931,5664,13595,72,True,0,10,72,4.666666666666667,36.333333333333336,6.533333333333334,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,1.7,0,0,-1,0,0.6,297,0.03,0.63,0.6,0.45,105,1,0,1.1,0.0,2023-11-05T16:30:00Z,24,12,0,0,0,0,11,0,229481,0,1,1,12.0,1,-16,8901,8917,72,False,0,11,72,3.0,28.666666666666668,4.133333333333333,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,1.8,0,0,13,1,5.0,297,0.04,0.09,0.05,1.5,117,0,0,2.5,6.4,2023-11-12T14:00:00Z,82,4,0,0,0,0,12,0,230637,1,0,3,14.0,2,-417,7438,7855,72,True,0,12,72,3.0,33.666666666666664,3.5,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,0.8,0,0,2,0,0.2,297,0.0,0.0,0.0,0.64,126,0,0,0.3,2.4,2023-11-25T12:30:00Z,17,13,0,0,0,0,13,0,229805,0,1,1,0.0,1,-2350,6497,8847,72,False,0,13,72,1.3333333333333333,46.0,1.3999999999999995,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,1.7,0,0,2,0,2.0,297,0.03,0.05,0.02,0.22,136,1,0,1.5,4.2,2023-12-03T14:00:00Z,26,10,0,0,0,0,14,0,233305,0,3,4,9.0,1,2340,9443,7103,72,True,0,14,72,1.3333333333333333,41.0,1.2999999999999994,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,2.5,0,0,10,1,13.2,297,0.03,0.03,0.0,0.25,147,0,0,3.0,7.0,2023-12-06T19:30:00Z,85,17,0,0,0,0,15,0,233340,1,2,0,10.0,2,-503,6196,6699,72,False,0,15,72,1.3333333333333333,41.666666666666664,1.4333333333333327,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,1.9,0,0,0,0,2.6,297,0.03,0.03,0.0,1.21,153,1,0,1.0,3.8,2023-12-09T12:30:00Z,33,8,0,0,0,0,16,0,230243,0,2,1,4.0,1,-3555,3643,7198,72,False,0,16,72,1.3333333333333333,42.666666666666664,1.5999999999999994,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,1.2,0,0,-1,0,12.2,297,0.07,0.39,0.32,0.36,166,0,0,2.9,0.0,2023-12-17T16:30:00Z,29,14,0,0,0,0,17,0,227945,0,0,0,18.0,1,-3273,4692,7965,72,True,0,17,72,1.3333333333333333,48.0,1.8333333333333328,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,1.3,0,0,3,0,21.8,297,0.04,0.04,0.0,0.71,174,1,0,3.3,7.6,2023-12-23T17:30:00Z,67,1,0,0,0,0,18,0,227468,1,1,1,4.0,2,-1372,4043,5415,72,True,0,18,72,1.3333333333333333,49.0,2.2999999999999994,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,3.0,1,0,19,1,21.8,297,0.04,0.73,0.69,0.44,185,0,0,11.8,34.2,2023-12-26T17:30:00Z,66,6,0,0,0,0,19,0,228650,1,2,0,62.0,5,547,5113,4566,72,False,0,19,72,1.3333333333333333,43.0,2.399999999999999,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,2.7,0,0,32,0,1.0,297,0.01,0.75,0.74,0.27,194,1,1,7.3,38.4,2024-01-01T20:00:00Z,26,15,0,0,0,0,20,0,226739,0,2,4,34.0,5,-2445,3036,5481,72,True,0,20,72,2.6666666666666665,54.0,6.0,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,5.2,1,0,13,0,11.3,297,0.09,0.09,0.0,1.02,202,0,0,2.9,18.0,2024-01-21T16:30:00Z,26,3,0,0,0,0,21,0,248092,0,4,0,0.0,4,17106,27113,10007,72,False,0,21,72,4.0,53.0,7.466666666666666,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,3.0,0,0,1,0,1.9,297,0.05,0.12,0.07,0.18,219,1,0,1.7,2.8,2024-01-31T20:15:00Z,22,7,0,0,0,0,22,0,245043,0,1,4,12.0,1,-3146,7818,10964,72,True,0,22,72,4.666666666666667,39.333333333333336,7.333333333333332,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,2.0,0,0,2,0,2.1,297,0.01,0.05,0.04,2.1,221,1,0,0.4,0.6,2024-02-04T16:30:00Z,57,1,0,0,0,0,23,0,239229,1,1,3,1.0,1,-6058,3452,9510,72,False,0,23,72,3.3333333333333335,24.666666666666668,3.9666666666666663,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,2.3,0,0,3,0,0.5,297,0.02,0.02,0.0,0.0,234,0,0,0.2,1.4,2024-02-10T15:00:00Z,8,6,0,0,0,0,24,0,235529,0,1,3,0.0,1,-4438,5180,9618,72,True,0,24,72,2.0,35.0,1.666666666666666,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,9.5,1,3,38,0,11.6,297,0.01,0.56,0.55,1.3,241,1,1,8.8,55.6,2024-02-17T12:30:00Z,45,4,0,0,0,0,25,0,235823,0,4,1,21.0,11,-937,8202,9139,72,False,0,25,72,1.0,29.0,0.766666666666666,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,9.5,0,0,28,0,12.5,297,0.04,0.88,0.84,1.03,257,1,1,16.3,48.8,2024-02-21T19:30:00Z,90,12,0,0,0,0,25,0,235823,1,1,4,102.0,6,-937,8202,9139,72,True,0,25,72,4.333333333333333,36.666666666666664,3.133333333333333,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,5.5,0,0,3,1,2.8,297,0.02,0.2,0.18,0.92,268,0,0,1.2,0.0,2024-03-02T15:00:00Z,83,16,0,0,0,0,27,0,317290,1,1,0,10.0,2,71248,76695,5447,72,False,0,27,72,6.0,47.666666666666664,8.433333333333332,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,4.5,0,0,2,0,0.5,297,0.0,0.0,0.0,0.07,277,0,0,0.3,0.2,2024-03-10T15:45:00Z,14,13,0,0,0,0,28,0,280065,0,1,1,2.0,1,-35551,5592,41143,72,True,0,28,72,6.333333333333333,72.66666666666667,8.766666666666667,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,1.5,0,0,-1,0,0.5,297,0.01,0.01,0.0,0.05,295,0,0,0.3,0.0,2024-03-31T13:00:00Z,1,5,0,0,0,0,30,0,267748,0,1,2,4.0,0,-4385,5089,9474,72,True,1,30,72,3.0,62.333333333333336,5.933333333333334,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,4.0,0,3,34,0,36.3,297,0.44,0.67,0.23,0.0,308,0,1,11.0,40.2,2024-04-04T18:30:00Z,17,17,0,0,0,0,31,0,261326,0,1,3,33.0,8,-6643,2273,8916,72,True,0,31,72,1.0,32.666666666666664,0.6,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,3.0,0,0,2,0,0.8,297,0.01,0.01,0.0,0.39,317,0,0,0.6,1.0,2024-04-07T14:30:00Z,22,14,0,0,0,0,32,0,261158,0,2,2,4.0,1,-661,4914,5575,71,False,0,32,71,3.0,10.666666666666666,3.8666666666666667,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,3.0,0,0,17,0,41.2,297,0.41,0.41,0.0,0.57,326,0,0,6.3,17.8,2024-04-14T13:00:00Z,24,8,0,0,0,0,33,0,257616,0,1,0,4.0,1,-3998,3575,7573,71,True,0,33,71,3.0,13.333333333333334,3.9666666666666663,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,6.0,1,0,25,0,24.3,297,0.09,0.23,0.14,0.64,335,1,0,11.5,39.2,2024-04-21T15:30:00Z,85,10,0,0,0,0,34,0,260504,1,3,1,51.0,5,1589,8441,6852,71,False,0,34,71,3.3333333333333335,21.0,5.966666666666666,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,3.3,0,0,11,0,24.3,297,0.08,0.54,0.46,0.7,349,2,0,7.6,5.6,2024-04-27T11:30:00Z,90,19,0,0,0,0,35,0,258042,1,2,2,46.0,2,-2238,5324,7562,71,False,0,35,71,2.3333333333333335,43.666666666666664,6.133333333333333,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,4.0,1,3,48,0,28.2,297,0.54,0.63,0.09,1.16,357,2,1,11.8,60.2,2024-05-05T15:30:00Z,90,18,0,0,0,0,36,0,253815,1,2,4,30.0,12,-4573,2122,6695,71,True,0,36,71,2.6666666666666665,66.33333333333333,8.466666666666667,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,5.0,0,0,27,0,3.9,297,0.02,1.07,1.05,2.84,361,1,1,7.1,29.8,2024-05-13T19:00:00Z,74,2,0,0,0,0,37,0,255577,1,3,3,37.0,6,1140,7546,6406,71,False,0,37,71,6.333333333333333,88.33333333333333,10.299999999999999,2023-24,,,,,,,,,,,,
Cody Gakpo,FWD,Liverpool,6.0,0,0,7,1,16.9,297,0.37,1.35,0.98,0.51,377,0,0,7.1,1.8,2024-05-19T15:00:00Z,80,20,0,0,0,0,38,0,342604,1,0,2,52.0,2,80310,84071,3761,71,True,0,38,71,6.666666666666667,84.66666666666667,8.833333333333334,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,0.7,0,0,4,0,0.1,298,0.0,0.01,0.01,1.34,29,0,0,1.7,13.0,2023-08-27T15:30:00Z,57,15,0,0,0,0,3,0,27843,0,2,1,4.0,1,-2003,735,2738,45,False,0,3,45,1.0,14.0,0.4,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,2.5,0,0,24,1,11.3,298,0.01,0.06,0.05,0.66,37,0,0,2.7,11.6,2023-09-03T13:00:00Z,90,2,0,0,0,0,4,0,31163,1,0,3,4.0,6,1158,3411,2253,45,True,0,4,45,1.0,35.5,1.05,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,3.5,0,0,16,0,22.1,298,0.06,0.06,0.0,0.63,50,1,0,4.4,21.6,2023-09-16T11:30:00Z,90,20,0,0,0,0,5,0,47017,1,3,1,0.0,2,10565,14000,3435,45,False,0,5,45,2.6666666666666665,53.666666666666664,1.6000000000000003,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,3.3,0,0,16,0,14.8,298,0.03,0.03,0.0,1.11,57,1,0,3.5,17.8,2023-09-24T13:00:00Z,90,19,0,0,0,0,6,0,47059,1,1,3,2.0,2,-541,3950,4491,45,True,0,6,45,3.0,79.0,2.9333333333333336,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,2.5,0,0,8,0,1.1,298,0.01,0.01,0.0,1.44,68,1,0,1.8,9.0,2023-09-30T16:30:00Z,72,18,0,0,0,0,7,0,48416,1,1,2,8.0,2,231,4080,3849,45,False,0,7,45,3.3333333333333335,90.0,3.5333333333333337,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,1.8,0,0,3,0,10.6,298,0.0,0.0,0.0,0.49,72,0,0,1.4,3.0,2023-10-08T13:00:00Z,10,5,0,0,0,0,8,0,51158,0,2,2,0.0,0,1664,5892,4228,45,False,1,8,45,2.0,84.0,3.233333333333334,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,1.5,0,0,4,0,11.6,298,0.01,0.07,0.06,0.01,85,0,0,2.1,3.8,2023-10-21T11:30:00Z,9,9,0,0,0,0,9,0,52307,0,0,2,6.0,1,122,4780,4658,45,True,0,9,45,1.3333333333333333,57.333333333333336,2.2333333333333334,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,1.2,0,0,3,0,0.1,298,0.0,0.0,0.0,0.07,97,0,0,0.1,0.4,2023-10-29T14:00:00Z,1,16,0,0,0,0,10,0,50412,0,0,3,0.0,1,-2402,2264,4666,45,True,0,10,45,1.0,30.333333333333332,1.7666666666666666,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,4.0,0,1,22,1,23.9,298,0.01,0.37,0.36,0.37,105,0,0,4.5,15.0,2023-11-05T16:30:00Z,66,12,0,0,0,0,11,0,48627,1,1,1,6.0,7,-2225,2012,4237,45,False,0,11,45,0.6666666666666666,6.666666666666667,1.2,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,2.5,0,0,3,0,1.7,298,0.03,0.03,0.0,0.22,136,1,0,0.5,1.6,2023-12-03T14:00:00Z,25,10,0,0,0,0,14,0,47915,0,3,4,2.0,1,-1052,1324,2376,45,True,0,14,45,3.0,25.333333333333332,2.2333333333333334,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,2.8,0,0,25,1,3.8,298,0.02,0.09,0.07,0.66,147,0,0,2.2,10.2,2023-12-06T19:30:00Z,90,17,0,0,0,0,15,0,47926,1,2,0,8.0,6,-301,1380,1681,45,False,0,15,45,3.0,30.666666666666668,1.7,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,1.9,0,0,9,0,21.3,298,0.06,0.06,0.0,1.24,153,1,0,3.9,9.8,2023-12-09T12:30:00Z,45,8,0,0,0,0,16,0,50400,0,2,1,8.0,0,1974,3086,1112,45,False,1,16,45,4.666666666666667,60.333333333333336,2.4,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,1.6,0,0,1,0,13.0,298,0.03,0.1,0.07,0.36,166,0,0,1.8,0.0,2023-12-17T16:30:00Z,29,14,0,0,0,0,17,0,49582,0,0,0,6.0,1,-963,1459,2422,45,True,0,17,45,2.3333333333333335,53.333333333333336,2.1999999999999997,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,1.5,0,0,11,0,10.7,298,0.0,0.06,0.06,0.3,174,0,0,6.2,28.0,2023-12-23T17:30:00Z,55,1,0,0,0,0,18,0,48883,0,1,1,23.0,1,-1000,771,1771,45,True,0,18,45,2.3333333333333335,54.666666666666664,2.6333333333333333,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,3.5,0,0,26,1,3.4,298,0.02,0.03,0.01,0.76,185,0,0,1.6,10.4,2023-12-26T17:30:00Z,90,6,0,0,0,0,19,0,115542,1,2,0,2.0,6,65106,66684,1578,45,False,0,19,45,0.6666666666666666,43.0,3.966666666666667,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,2.5,0,0,11,0,13.9,298,0.02,0.02,0.0,0.59,194,2,0,2.6,11.6,2024-01-01T20:00:00Z,90,15,0,0,0,0,20,0,134574,1,2,4,0.0,1,19224,24148,4924,45,True,0,20,45,2.6666666666666665,58.0,3.1999999999999997,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,6.2,1,1,37,1,18.8,298,0.18,0.2,0.02,1.39,202,0,0,4.9,28.2,2024-01-21T16:30:00Z,90,3,0,0,0,0,21,0,162949,1,4,0,2.0,10,25978,45568,19590,45,False,0,21,45,2.6666666666666665,78.33333333333333,3.466666666666667,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,8.5,0,0,29,1,26.7,298,0.03,0.03,0.0,0.38,219,0,0,4.2,12.8,2024-01-31T20:15:00Z,68,7,0,0,0,0,22,0,170053,1,1,4,2.0,6,6553,18350,11797,45,True,0,22,45,5.666666666666667,90.0,3.0333333333333337,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,5.3,0,0,3,0,13.0,298,0.01,0.01,0.0,3.48,221,2,0,1.6,3.4,2024-02-04T16:30:00Z,84,1,0,0,0,0,23,0,171152,1,1,3,0.0,0,703,11310,10607,45,False,1,23,45,5.666666666666667,82.66666666666667,3.9000000000000004,2023-24,,,,,,,,,,,,
Joe Gomez,DEF,Liverpool,4.7,0,0,3,0,0.6,298,0.0,0.0,0.0,0.95,241,0,0,0.3,2.4,2024-02-17T12:30:00Z,7,4,0,0,0,0,25,0,256916,0,4,1,0.0,1,24243,62570,38327,46,False,0,25,46,5.333333333333333,80.66666666666667,3.566666666666667,2023-24,,,,,,,,,,,,
