name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,now_cost,total_points_roll3,minutes_roll3,ict_index_roll3,season,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles
Alisson Ramses Becker,GK,Liverpool,4.8,0,0,16,0,0.0,291,0.0,0.0,0.0,1.35,126,1,0,2.8,27.6,2023-11-25T12:30:00Z,90,13,0,0,0,0,13,4,1367703,1,1,1,0.0,3,46040,76466,30426,56,False,0,13,56,6.666666666666667,90.0,2.266666666666666,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,2.3,0,0,14,0,0.0,291,0.0,0.0,0.0,1.74,153,1,0,2.4,24.4,2023-12-09T12:30:00Z,90,8,0,0,0,0,16,3,1003592,1,2,1,0.0,3,-59965,11137,71102,56,False,0,16,56,5.333333333333333,90.0,2.6999999999999993,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,2.4,0,0,29,1,0.0,291,0.0,0.0,0.0,0.63,166,0,0,2.3,23.4,2023-12-17T16:30:00Z,90,14,0,0,0,0,17,2,1090993,1,0,0,0.0,6,68437,80404,11967,56,True,0,17,56,4.333333333333333,90.0,2.5333333333333328,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,2.3,0,0,16,0,0.0,291,0.0,0.0,0.0,0.8,174,1,0,1.5,15.2,2023-12-23T17:30:00Z,90,1,0,0,0,0,18,1,1120359,1,1,1,0.0,2,29611,40808,11197,56,True,0,18,56,4.0,90.0,2.4999999999999996,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,3.8,0,0,24,1,0.0,291,0.0,0.0,0.0,0.76,185,0,0,0.5,5.0,2023-12-26T17:30:00Z,90,6,0,0,0,0,19,0,1182431,1,2,0,0.0,6,50434,58783,8349,56,False,0,19,56,3.6666666666666665,90.0,2.0666666666666664,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,3.0,0,0,14,0,0.0,291,0.0,0.0,0.0,0.59,194,2,0,1.0,10.4,2024-01-01T20:00:00Z,90,15,0,0,0,0,20,1,1226786,1,2,4,0.0,1,39842,59292,19450,56,True,0,20,56,4.666666666666667,90.0,1.433333333333333,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,4.8,0,0,26,1,0.0,291,0.0,0.0,0.0,1.39,202,0,0,1.1,11.4,2024-01-21T16:30:00Z,90,3,0,0,0,0,21,1,1469419,1,4,0,0.0,6,200279,246878,46599,57,False,0,21,57,3.0,90.0,0.9999999999999997,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,4.5,0,0,17,0,0.0,291,0.0,0.0,0.0,0.56,219,1,0,1.4,13.6,2024-01-31T20:15:00Z,90,7,0,0,0,0,22,2,1535321,1,1,4,0.0,2,68926,95197,26271,57,True,0,22,57,4.333333333333333,90.0,0.8666666666666664,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,3.3,0,0,16,0,0.0,291,0.0,0.0,0.0,3.52,221,3,0,3.1,31.2,2024-02-04T16:30:00Z,90,1,0,0,0,0,23,4,1532542,1,1,3,0.0,2,-2664,21089,23753,57,False,0,23,57,3.0,90.0,1.1666666666666663,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,0.7,0,0,20,0,0.3,291,0.0,0.0,0.0,1.87,326,1,0,2.7,26.2,2024-04-14T13:00:00Z,90,8,0,0,0,0,33,3,912408,1,1,0,0.0,3,-20087,1843,21930,57,True,0,33,57,3.3333333333333335,90.0,1.8666666666666665,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,3.6,0,0,24,0,0.0,291,0.0,0.0,0.0,0.8,335,1,0,3.3,32.8,2024-04-21T15:30:00Z,90,10,0,0,0,0,34,4,1042064,1,3,1,0.0,3,106168,114796,8628,57,False,0,34,57,2.3333333333333335,90.0,2.4,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,3.6,0,0,17,0,0.0,291,0.0,0.0,0.0,1.09,285,2,0,3.1,31.4,2024-04-24T19:00:00Z,90,9,0,0,0,0,34,4,1042064,1,0,2,0.0,2,106168,114796,8628,57,False,0,34,57,2.6666666666666665,90.0,3.033333333333333,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,2.3,0,0,20,0,0.0,291,0.0,0.0,0.0,0.7,349,2,0,4.5,44.6,2024-04-27T11:30:00Z,90,19,0,0,0,0,35,6,1014402,1,2,2,0.0,3,-8683,13237,21920,57,False,0,35,57,2.6666666666666665,90.0,3.033333333333333,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,2.6,0,0,19,0,0.0,291,0.0,0.0,0.0,1.16,357,2,0,2.8,27.8,2024-05-05T15:30:00Z,90,18,0,0,0,0,36,4,1011562,1,2,4,0.0,2,-5169,11229,16398,57,True,0,36,57,2.6666666666666665,90.0,3.633333333333333,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,2.2,0,0,10,0,0.0,291,0.0,0.0,0.0,3.36,361,3,0,1.7,17.0,2024-05-13T19:00:00Z,90,2,0,0,0,0,37,2,996860,1,3,3,0.0,1,-13787,10812,24599,57,False,0,37,57,2.3333333333333335,90.0,3.4666666666666663,2023-24,,,,,,,,,,,,
Alisson Ramses Becker,GK,Liverpool,3.5,0,0,22,1,0.0,291,0.0,0.0,0.0,0.56,377,0,0,1.5,14.8,2024-05-19T15:00:00Z,90,20,0,0,0,0,38,2,1058813,1,0,2,0.0,6,51414,59360,7946,57,True,0,38,57,2.0,90.0,2.9999999999999996,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,1.5,0,0,5,0,0.0,293,0.0,0.0,0.0,0.28,14,0,0,0.2,2.2,2023-08-19T14:00:00Z,4,3,0,0,0,0,2,0,1106632,0,1,3,0.0,1,-143608,67659,211267,75,True,0,2,75,1.0,24.0,1.2,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,4.3,0,3,50,0,0.3,293,0.09,0.61,0.52,0.4,29,0,2,10.2,65.2,2023-08-27T15:30:00Z,13,15,0,0,0,0,3,0,695498,0,2,1,36.0,11,-424333,12547,436880,73,False,1,3,73,1.0,14.0,0.7,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,5.7,2,0,16,1,13.2,293,0.01,1.15,1.14,0.57,37,0,0,5.1,11.6,2023-09-03T13:00:00Z,64,2,0,0,0,0,4,0,901420,1,0,3,26.0,8,141487,208975,67488,73,True,0,4,73,4.333333333333333,13.666666666666666,3.8666666666666667,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,7.2,0,0,-2,0,2.5,293,0.23,0.4,0.17,0.23,50,0,0,2.9,2.6,2023-09-16T11:30:00Z,34,20,0,0,0,0,5,0,1198651,0,3,1,24.0,1,244378,331927,87549,74,False,0,5,74,6.666666666666667,27.0,5.166666666666667,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,7.0,0,0,23,0,5.9,293,0.01,0.9,0.89,1.09,57,1,1,9.4,38.4,2023-09-24T13:00:00Z,80,19,0,0,0,0,6,0,1102629,1,1,3,50.0,6,-97254,68891,166145,74,True,0,6,74,6.666666666666667,37.0,6.066666666666666,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,4.2,1,0,14,0,23.1,293,0.38,0.49,0.11,2.3,72,2,0,7.2,19.4,2023-10-08T13:00:00Z,90,5,0,0,0,0,8,0,1247706,1,2,2,29.0,5,-45037,140442,185479,74,False,0,8,74,5.0,59.333333333333336,5.8,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.5,1,0,17,0,11.5,293,0.08,0.1,0.02,0.03,85,0,0,5.1,22.4,2023-10-21T11:30:00Z,28,9,0,0,0,0,9,0,1348856,0,0,2,17.0,4,85504,167134,81630,74,True,0,9,74,4.0,68.0,6.5,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,6.8,1,1,29,1,14.4,293,0.02,1.17,1.15,0.13,97,0,1,13.4,37.2,2023-10-29T14:00:00Z,79,16,0,0,0,0,10,0,1334977,1,0,3,82.0,10,-16756,117451,134207,74,True,0,10,74,5.0,66.0,7.233333333333334,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,6.3,0,0,-4,0,15.2,293,0.01,0.91,0.9,0.81,105,1,0,8.9,7.8,2023-11-05T16:30:00Z,90,12,0,0,0,0,11,0,1623608,1,1,1,66.0,2,266938,304368,37430,75,False,0,11,75,6.333333333333333,65.66666666666667,8.566666666666666,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,6.2,1,0,19,1,25.8,293,0.11,0.32,0.21,1.57,117,0,0,9.9,38.4,2023-11-12T14:00:00Z,90,4,0,0,0,0,12,0,1674014,1,0,3,35.0,5,47015,136406,89391,75,True,0,12,75,5.333333333333333,65.66666666666667,9.133333333333333,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,2.2,0,0,-5,0,2.2,293,0.03,0.46,0.43,1.07,126,1,0,4.5,2.8,2023-11-25T12:30:00Z,84,13,0,0,0,0,13,0,1743271,1,1,1,40.0,1,59507,144014,84507,76,False,1,13,76,5.666666666666667,86.33333333333333,10.733333333333334,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.0,0,0,-2,0,14.8,293,0.06,0.37,0.31,1.22,136,3,0,4.8,0.0,2023-12-03T14:00:00Z,90,10,0,0,0,0,14,0,2034313,1,3,4,33.0,2,278670,364391,85721,76,True,0,14,76,2.6666666666666665,88.0,7.766666666666667,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.8,1,0,7,0,10.8,293,0.06,0.4,0.34,0.41,147,0,0,5.0,22.2,2023-12-06T19:30:00Z,23,17,0,0,0,0,15,0,1997253,0,2,0,17.0,3,-35611,73421,109032,77,False,1,15,77,2.6666666666666665,88.0,6.3999999999999995,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.1,0,0,-1,0,3.6,293,0.01,0.49,0.48,1.4,153,1,0,1.3,0.0,2023-12-09T12:30:00Z,73,8,0,0,0,0,16,0,1879169,1,2,1,11.0,2,-118223,33850,152073,77,False,0,16,77,2.0,65.66666666666667,4.766666666666667,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,1.8,0,0,2,1,42.0,293,0.35,0.58,0.23,0.63,166,0,0,7.4,6.0,2023-12-17T16:30:00Z,77,14,0,0,0,0,17,0,1731650,1,0,0,26.0,1,-150170,55443,205613,76,True,1,17,76,2.3333333333333335,62.0,3.6999999999999997,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,1.7,0,0,6,0,0.6,293,0.02,0.06,0.04,0.09,174,0,0,0.9,2.0,2023-12-23T17:30:00Z,22,1,0,0,0,0,18,0,1558128,0,1,1,6.0,1,-174320,29239,203559,75,True,0,18,75,2.0,57.666666666666664,4.566666666666666,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.8,0,2,32,1,34.0,293,0.1,0.19,0.09,0.6,185,0,1,10.3,42.6,2023-12-26T17:30:00Z,83,6,0,0,0,0,19,0,1445656,1,2,0,26.0,8,-124421,26154,150575,75,False,0,19,75,1.3333333333333333,57.333333333333336,3.1999999999999997,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.3,1,0,6,0,22.3,293,0.62,2.29,1.67,0.32,194,1,0,16.4,28.8,2024-01-01T20:00:00Z,63,15,0,0,0,0,20,0,1404377,1,2,4,113.0,5,-46519,39266,85785,75,True,0,20,75,3.3333333333333335,60.666666666666664,6.2,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,8.5,0,2,52,1,39.5,293,0.4,1.26,0.86,1.39,202,0,2,19.3,86.8,2024-01-21T16:30:00Z,90,3,0,0,0,0,21,0,1548189,1,4,0,67.0,11,118164,236811,118647,74,False,1,21,74,4.666666666666667,56.0,9.200000000000001,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,7.0,1,0,-1,0,17.9,293,0.29,1.74,1.45,0.56,219,1,0,13.2,23.6,2024-01-31T20:15:00Z,90,7,0,1,0,0,22,0,1707314,1,1,4,90.0,2,161041,219762,58721,75,True,1,22,75,8.0,78.66666666666667,15.333333333333334,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.2,0,0,0,0,0.1,293,0.0,0.02,0.02,1.42,221,2,0,1.0,4.2,2024-02-04T16:30:00Z,32,1,0,0,0,0,23,0,1529389,0,1,3,6.0,0,-171564,40135,211699,75,False,1,23,75,6.0,81.0,16.3,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,5.3,0,1,25,0,34.4,293,0.44,1.34,0.9,1.33,234,1,1,14.0,43.2,2024-02-10T15:00:00Z,90,6,0,0,0,0,24,0,1756520,1,1,3,62.0,6,220302,334440,114138,75,True,1,24,75,4.333333333333333,70.66666666666667,11.166666666666666,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,6.7,0,0,26,0,4.8,293,0.01,0.62,0.61,0.39,241,0,1,6.0,32.6,2024-02-17T12:30:00Z,45,4,0,0,0,0,25,0,2438927,1,4,1,23.0,5,548709,607481,58772,76,False,0,25,76,2.6666666666666665,70.66666666666667,9.4,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.4,0,0,27,0,10.3,293,0.01,0.72,0.71,0.42,268,0,1,7.8,29.4,2024-03-02T15:00:00Z,30,16,0,0,0,0,27,0,1550865,0,1,0,38.0,5,-185215,39815,225030,76,False,0,27,76,3.6666666666666665,55.666666666666664,7.000000000000001,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.3,1,0,6,0,2.0,293,0.13,0.52,0.39,1.54,277,1,0,3.0,3.4,2024-03-10T15:45:00Z,75,13,0,0,0,0,28,0,1494227,1,1,1,25.0,5,-63183,91462,154645,75,True,0,28,75,5.333333333333333,55.0,9.266666666666667,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,4.5,0,0,7,0,13.6,293,0.03,0.28,0.25,0.24,295,1,0,8.9,13.6,2024-03-31T13:00:00Z,82,5,0,0,0,0,30,0,1626085,1,1,2,62.0,2,144340,213647,69307,75,True,0,30,75,5.0,50.0,5.600000000000001,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,5.3,0,0,20,0,2.6,293,0.03,0.65,0.62,0.59,308,1,1,9.6,32.0,2024-04-04T18:30:00Z,90,17,0,0,0,0,31,0,1987391,1,1,3,61.0,6,357777,388115,30338,76,True,0,31,76,4.0,62.333333333333336,6.566666666666667,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,5.0,1,0,11,0,25.3,293,0.6,0.95,0.35,0.32,317,2,0,7.7,15.6,2024-04-07T14:30:00Z,67,14,0,0,0,0,32,0,2129383,1,2,2,36.0,5,139101,181788,42687,77,False,0,32,77,4.333333333333333,82.33333333333333,7.166666666666667,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,4.3,0,0,3,0,8.4,293,0.08,0.33,0.25,1.3,326,1,0,6.2,8.6,2024-04-14T13:00:00Z,65,8,0,0,0,0,33,0,2225370,1,1,0,45.0,2,92759,161314,68555,77,True,0,33,77,4.333333333333333,79.66666666666667,8.733333333333334,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,6.6,0,0,0,0,1.1,293,0.0,0.0,0.0,0.31,335,0,0,0.4,1.0,2024-04-21T15:30:00Z,16,10,0,0,0,0,34,0,2402125,0,3,1,2.0,1,151637,247828,96191,78,False,0,34,78,4.333333333333333,74.0,7.833333333333335,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,6.6,0,0,2,0,24.3,293,0.13,0.73,0.6,1.09,285,2,0,6.7,6.4,2024-04-24T19:00:00Z,90,9,0,0,0,0,34,0,2402125,1,0,2,36.0,1,151637,247828,96191,78,False,1,34,78,2.6666666666666665,49.333333333333336,4.766666666666668,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,3.2,0,0,4,0,10.3,293,0.0,0.0,0.0,0.04,349,0,0,1.4,2.0,2024-04-27T11:30:00Z,11,19,0,0,0,0,35,0,1852982,0,2,2,2.0,1,-521413,13997,535410,77,False,0,35,77,1.3333333333333333,57.0,4.4333333333333345,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,1.2,0,0,-3,0,0.0,293,0.0,0.36,0.36,0.43,357,1,0,1.1,2.0,2024-05-05T15:30:00Z,15,18,0,0,0,0,36,0,1603314,0,2,4,9.0,1,-256596,5553,262149,76,True,0,36,76,1.0,39.0,2.8333333333333344,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,1.0,0,0,2,0,0.4,293,0.0,0.03,0.03,0.52,361,2,0,1.3,3.2,2024-05-13T19:00:00Z,15,2,0,0,0,0,37,0,1309233,0,3,3,9.0,1,-279534,3774,283308,75,False,0,37,75,1.0,38.666666666666664,3.0666666666666678,2023-24,,,,,,,,,,,,
Darwin Núñez Ribeiro,FWD,Liverpool,1.5,0,0,1,0,0.6,293,0.01,0.1,0.09,0.05,377,0,0,0.7,1.4,2024-05-19T15:00:00Z,19,20,0,0,0,0,38,0,1275921,0,0,2,5.0,1,-50032,16115,66147,75,True,0,38,75,1.0,13.666666666666666,1.2666666666666677,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,7.0,1,2,33,0,22.9,294,0.12,0.81,0.69,0.45,14,1,1,16.1,39.8,2023-08-19T14:00:00Z,75,3,0,0,0,0,2,0,267516,1,1,3,98.0,12,-2050,29834,31884,80,True,0,2,80,1.0,65.0,2.6,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,5.7,1,0,12,0,14.3,294,0.14,0.14,0.0,0.75,29,0,0,2.4,1.6,2023-08-27T15:30:00Z,32,15,0,0,0,0,3,0,317146,0,2,1,8.0,4,27710,70798,43088,80,False,0,3,80,6.5,70.0,9.350000000000001,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,5.0,0,0,4,0,1.2,294,0.01,0.01,0.0,0.08,37,0,0,0.5,4.0,2023-09-03T13:00:00Z,25,2,0,0,0,0,4,0,294870,0,0,3,0.0,1,-28671,25857,54528,80,True,0,4,80,5.666666666666667,57.333333333333336,7.033333333333334,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,2.5,0,0,6,0,3.5,294,0.1,0.24,0.14,0.4,50,1,0,1.7,3.0,2023-09-16T11:30:00Z,55,20,0,0,0,0,5,0,255416,1,3,1,10.0,1,-47577,30695,78272,79,False,0,5,79,5.666666666666667,44.0,6.333333333333333,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,3.5,0,0,19,0,0.6,294,0.0,0.46,0.46,0.02,57,0,1,7.1,32.4,2023-09-24T13:00:00Z,9,19,0,0,0,0,6,0,211793,0,1,3,38.0,6,-44589,9935,54524,79,True,0,6,79,2.0,37.333333333333336,1.5333333333333332,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,2.2,0,0,-11,0,1.0,294,0.0,0.0,0.0,1.72,68,1,0,0.0,0.0,2023-09-30T16:30:00Z,23,18,0,0,0,1,7,0,199707,0,1,2,0.0,-2,-14641,15561,30202,78,False,0,7,78,2.6666666666666665,29.666666666666668,3.0999999999999996,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,0.8,0,0,9,1,35.4,294,0.08,0.2,0.12,0.13,85,0,0,9.6,10.0,2023-10-21T11:30:00Z,90,9,0,0,0,0,9,0,136340,1,0,2,51.0,3,3499,15273,11774,77,True,0,9,77,1.6666666666666667,29.0,2.933333333333333,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,3.5,0,0,24,0,14.6,294,0.04,0.99,0.95,0.13,97,0,1,10.8,38.4,2023-10-29T14:00:00Z,57,16,0,0,0,0,10,0,132343,1,0,3,55.0,6,-4687,8386,13073,77,True,0,10,77,2.3333333333333335,40.666666666666664,5.566666666666666,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,5.0,0,0,5,1,13.1,294,0.06,0.29,0.23,0.37,105,0,0,4.4,10.2,2023-11-05T16:30:00Z,65,12,0,0,0,0,11,0,189821,1,1,1,21.0,3,53657,59407,5750,77,False,0,11,77,2.3333333333333335,56.666666666666664,6.8,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,6.2,0,0,27,1,24.8,294,0.04,0.18,0.14,1.5,117,0,1,8.6,39.4,2023-11-12T14:00:00Z,83,4,0,0,0,0,12,0,190423,1,0,3,22.0,8,1908,19260,17352,77,True,0,12,77,4.0,70.66666666666667,8.266666666666666,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,3.5,0,0,0,0,10.3,294,0.0,0.0,0.0,0.56,126,1,0,1.7,4.6,2023-11-25T12:30:00Z,53,13,0,0,0,0,13,0,210933,1,1,1,2.0,1,18945,33461,14516,77,False,0,13,77,5.666666666666667,68.33333333333333,7.933333333333333,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,0.5,0,0,20,0,0.6,294,0.01,0.09,0.08,0.16,185,0,1,7.1,35.4,2023-12-26T17:30:00Z,6,6,0,0,0,0,19,0,102103,0,2,0,35.0,6,-1410,161,1571,77,False,0,19,77,4.0,67.0,4.8999999999999995,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,2.2,2,0,24,0,20.7,294,0.59,0.81,0.22,0.27,194,1,0,5.4,22.6,2024-01-01T20:00:00Z,26,15,0,0,0,0,20,0,122935,0,2,4,11.0,7,19295,21392,2097,77,True,0,20,77,5.0,47.333333333333336,5.8,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,11.2,1,3,55,1,20.3,294,0.39,0.53,0.14,0.95,202,0,2,15.3,88.2,2024-01-21T16:30:00Z,90,3,0,0,0,0,21,0,638358,1,4,0,44.0,19,490449,548570,58121,78,False,0,21,78,4.666666666666667,28.333333333333332,4.733333333333333,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,14.0,0,0,27,1,12.8,294,0.05,0.43,0.38,0.38,219,0,1,8.7,38.0,2024-01-31T20:15:00Z,67,7,0,0,0,0,22,0,1056027,1,1,4,36.0,8,424511,450456,25945,79,True,0,22,79,10.666666666666666,40.666666666666664,9.266666666666667,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,9.7,0,0,3,0,25.3,294,0.03,0.03,0.0,3.52,221,3,0,4.1,7.2,2024-02-04T16:30:00Z,90,1,0,0,0,0,23,0,1323099,1,1,3,8.0,2,270054,287536,17482,80,False,0,23,80,11.333333333333334,61.0,9.799999999999999,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,9.5,0,0,23,0,16.7,294,0.03,0.49,0.46,1.33,234,1,1,13.4,44.2,2024-02-10T15:00:00Z,90,6,0,0,0,0,24,0,1927530,1,1,3,73.0,7,597439,643073,45634,82,True,0,24,82,9.666666666666666,82.33333333333333,9.366666666666667,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,9.9,1,0,12,0,12.3,294,0.01,0.34,0.33,0.39,241,0,0,8.6,23.4,2024-02-17T12:30:00Z,43,4,0,0,0,0,25,0,2555077,1,4,1,50.0,4,499709,573941,74232,83,False,0,25,83,5.666666666666667,82.33333333333333,8.733333333333333,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,0.7,0,0,2,0,12.1,294,0.01,0.5,0.49,0.57,326,0,0,2.8,0.4,2024-04-14T13:00:00Z,24,8,0,0,0,0,33,0,218931,0,1,0,15.0,1,20238,26040,5802,79,True,0,33,79,4.333333333333333,74.33333333333333,8.700000000000001,2023-24,,,,,,,,,,,,
Diogo Teixeira da Silva,MID,Liverpool,5.4,1,2,31,0,14.8,294,0.03,0.37,0.34,0.49,335,1,1,10.5,37.8,2024-04-21T15:30:00Z,73,10,0,0,0,0,34,0,300199,1,3,1,52.0,12,64442,71408,6966,79,False,0,34,79,4.0,52.333333333333336,8.266666666666666,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.5,0,0,2,0,1.1,295,0.0,0.0,0.0,0.84,14,0,0,0.2,0.4,2023-08-19T14:00:00Z,14,3,0,0,0,0,2,0,20553,0,1,3,0.0,1,-2092,1229,3321,50,True,0,2,50,1.0,13.0,2.2,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.0,0,0,3,0,1.7,295,0.01,0.01,0.0,0.75,29,0,0,0.4,2.2,2023-08-27T15:30:00Z,32,15,0,0,0,0,3,0,18628,0,2,1,0.0,1,-2771,815,3586,49,False,0,3,49,1.0,13.5,1.2000000000000002,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.5,0,0,4,0,1.9,295,0.03,0.06,0.03,0.08,37,0,0,0.7,3.0,2023-09-03T13:00:00Z,26,2,0,0,0,0,4,0,17269,0,0,3,2.0,1,-1895,594,2489,49,True,0,4,49,1.0,19.666666666666668,0.9333333333333335,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,2.2,1,0,13,0,13.4,295,0.14,0.23,0.09,0.23,50,0,0,2.5,0.4,2023-09-16T11:30:00Z,34,20,0,0,0,0,5,0,16613,0,3,1,11.0,3,-1312,675,1987,48,False,1,5,48,1.0,24.0,0.43333333333333335,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,0.8,0,0,2,0,11.9,295,0.02,0.02,0.0,0.64,72,1,0,1.6,1.8,2023-10-08T13:00:00Z,45,5,0,0,0,0,8,0,17730,1,2,2,2.0,1,-472,1107,1579,48,False,0,8,48,1.6666666666666667,30.666666666666668,1.2,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.2,0,0,10,0,5.1,295,0.04,0.06,0.02,0.03,85,0,0,2.0,6.2,2023-10-21T11:30:00Z,28,9,0,0,0,0,9,0,17959,0,0,2,9.0,1,-35,1278,1313,48,True,0,9,48,1.6666666666666667,35.0,1.6000000000000003,2023-24,,,,,,,,,,,,
Harvey Elliott,MID,Liverpool,1.5,0,0,3,0,1.2,295,0.01,0.15,0.14,0.32,97,0,0,0.9,0.0,2023-10-29T14:00:00Z,31,16,0,0,0,0,10,0,17925,0,0,3,9.0,1,-155,1274,1429,48,True,0,10,48,1.6666666666666667,35.666666666666664,2.033333333333333,2023-24,,,,,,,,,,,,
